Görüş,Durum
Kargo çok iyi paketlenip gönderilmişti teşekkür ederim, ürün F/P ürünü ancak ben pek sevemedim. saçı gür olanlar kullansa daha iyi sanırım.,2
Bir sene kullandım kulaklığın sesi azaldı ayriyeten sağ taraftan neredeyse ses gelmiyor kullandım bir sene içinde gayet memnundum,0
Avantajlar : toz torbasız<br />internet'ten ve çevremdekilerden aldığım tavsiyeler üzerine denemeye karar verdiğim bir ürün. Almak istiyoruö,1
aletin emiş gücü çok yüksek temizliği çok basit ayrıca görünümü çok modern ve kibar aynı ürünün marka emsalleri 3 katı fiyatı, ürünün fiyatı çok uygun herkese tavsiye ederim.,1
Hayır. Ürünün şarj adaptörü çok küçük.Şarja koyma aparatı sadece duvara monte ile mümkün.,0
çok düşük emme performansı,0
işte mikrodalga fırın...ızgarası olduğu yalan. Sadece mikrodalga olarak calisıyor. Asla pasta tatlı pişiremez.yemekleri ekmeği mükemmel ısıtıyor.,2
bu ürünü tek geçerim arkadaşlarıma da önerdim arkadaşımada hediye olarak alıcam ama indirime girerse,1
10.10.2018 tarihinde vermiş olduğum siparişim 6 gün sonra teslim edildi. Vestel servisini aradım başta ücretli olarak kurulum yapacaklarını söylediler ancak sonradan yüklenici firma ile görüşüp servis kaydı oluşturduğumda anlaşmaları olduğunu ve ücretsiz kurulum yapılacağını ifade ettiler. iyi ki de öyle yapmışım. çünkü eğer başta servis kaydı oluşturmak için aradıklarım gelselerdi 2 yıl garanti vereceklerdi ancak yüklenici firma kaydı olusturunca 3 yıl garanti verdiler. Ürüne gelirsek de bir sürü ürün aradım sordum soruşturdum ama derin dondurucu alacaksan hiç gerek yok fazla para vermeye. Bir sürü özellik sayıyorlar fazla fazla para almak için. E elimdeki de donduruyor diğerleri de. İçiniz rahat olsun gayet güzel ürün almanızı tavsiye ederim,1
İyi değil ya,daha iyileri var,0
EVİMDEKİ ŞEY ÜTÜ DEĞİLMİŞ ONU ANLADIM. BUNCA YILDIR BU ÜRÜNDEN EDİNMEDİĞİME PİŞMANIM. üTÜYÜ ÇOK HIZLANDIRIYOR VE EN ZOR KUMAŞTA BİLE PERFORMANSI OLDUKÇA YÜKSEK.,1
Herkes kombinin tipini beğenmiş ürünü KULLANMAYANLARIN hepsi memnun kullandıktan sonrada memnun kalırlar sanırım kombinin kullanma menüsü 'nü tam anlata bilen varsa yaza bilirmi tesekkurler :),2
15 gün önce aldım fiyat performans olarak çok başarılı bir telefon hızlı şarj oluyor ve ısınma yok tavsiye ederim,1
Oyuncak gibi çok okadar hafifki süpürge yaparken bir bakıyorsunuz ters dönmüş ve böyle oluncada kapama düğmesine basılıyor. Ayrıca tutma saplarıda çok dandik süpürge yaparken ikide bir açılıyor çıkıyor. Hiç beğenmedim verdiğiniz paraya yazık,0
eh işte idare eder,2
Daha öncede de kullandığım bir çay makinesi, iş yerim içinde aldım, fiyatına göre oldukça kaliteli,1
ürün bas ağırlıklı temiz bir ses veriyor ancak, sıradan bir kulaklığın %60 filan kadar ses veriyor. yani bilgisayarınızın sesini epey yukseltmediğiniz sürece cok tatmin edici bir ses alamıyorsunuz.,2
Philips'in küçük ev aletlerindeki kalitesini bilmeyen yoktur. Biz sorunsuz ve severek kullanıyoruz. Bu ütüyü de tavsiye ediyoruz.,1
Ürünü Philips'in kendi websitesinden buldum ve satıcılar kısmında aktif görünün tek firma MediaMarkt idi. Fiyatı da gayet uygun olunca kaçırmadım. Beklediğimiz gibi sessiz ve kullanımı kolay, ütüsü çok hafif bir cihaz. Kolay kireç temizleme özelliği ise harika.,1
Biraz ağır ama kullanım olarak çok rahat. Gönül rahatlığıyla alabilirsiniz.,1
Telefonla çok görüştüğüm için almıştım.sadece telefon görüşmesi için 2 kulaklık hiç iyi olmuyor.kulaklıkların kabloları birbirine çok karışıyor.,2
şimdilik sorunsuz kullanıyoruz rengi pembe aldık biraz fazla gösterişli daha geniş bir renk skalası sunulabilir,1
ilk kullanimda yandaki acma kapama dugmesi kirildi ve hamur acmada cok yetersiz,0
türk kahvesi ucuz ve güzel bir cezveyle de çok güzel pişirilebildiği için ben açıkçası çok pahalı bir kahve makinesi almanın mantıklı olduğunu düşünmüyorum. bu ürünü şirkette kullanıyoruz ve yaptığı kahveyi beğendiğim için eve de aldım ve memnunum. fiyat/kalite dengesine bakarsak ürün güzel. cezve kısmının çelik v.s. olmaması eksi özelliği. çelik cezveli bir ürün tercih etmek isteyen için uygun değil.,1
ürünü iki aydır kullanıyorum, şarj süresi tam performansta 15 dakika civarında gidiyor 20'yi görmedim sanırım. bu konuda keşke ultrapower mı alsaydım dedim, fakat el süpürgesi ünitesi olayı işime yarıyor. anlık toz ve temizlik ihtiyacı için ve bir iki odayı üzerinden geçerek süpürürseniz beklentiyi karşılar. fakat sadece bu ürünü kullanarak 3-4 odalı bir evin haftalık/günlük temizliğini sağlamak imkansız, ikinci bir standart süpürgeye ihtiyaç duyuluyor.,2
burdaki yorumlara hep önem verdiğim ve buna göre aldığım için bende yazmak istedim süpürgeyi 3 ay önce aldım Fiyatı benzerlerine göre çok iyi ve aynı işi görüyor,bence özellikle evcil hayvan besliyorsanız benim gibi en büyük yardımcınız. Turbo fırçadaki kılı tüyü temizlemek için daha pratik yol olabilirmiş çekim gücü iyi özellikle halı da ama bir çok kişinin belirttiği gibi parke ve taş zeminde fırça hep yukarı kalkıyor ve ayağınızla düzeltmek zorunda kalıyorsunuz bu can sıkıcı,kendi adıma bu kadar işe yarayan bir süpürgede bir tık iyisini alsaydım keşke dedim özellikle Turbo fırçasındaki tüyleri elle temizlemek te her gün zorlandığım için ama gücüm buna yeter diyorsanız kendi kategorisinde gayet iyi,2
kesinlikle süper bi süpürge iyiki almışım çekiş gücü mükemmell.. ayrıca Hepsiburadaya teşekkür ediorum hızlı gönderi için...,2
Herkes makina soyle guzel boyle guzel demis. Birisi filtresini kendi kendine temizliyor demis. Oyle bisey yok Makina sirin ,guzel. Sessiz. Dis unitenin kaplamasinin plastik olmasi cok guzel. Hem hafif. Hem de pas sorunu yok. Cok rahat yikanip temizleniyor. Ayrica az elektrik cekiyor. Ama yazin verdigi hava 12 derecenin altina inmiyor. Bence yetersiz. 12000 btu arcelik inverter klimam var. O da en az bunun kadar sessiz ve verdigi hava 7 dereceye kadar dusuyor. 12 binlik mitsubishileri hic soylemiyorum. 4 dereceyi gordum. Birdaha samsung tercih etmem.,2
ürün bana hediye olarak gelmişti.ufak özellikle soğan doğrarken en büyük yardımcım.hem pratik hem rahat kullanıma sahip hemde temizlemesi çok kolay.,2
Ürünüm sorunsuz şekilde elime ulaştı.Ürün beklediğimden daha iyi çıkmakla beraber kulaklığı daha iyi olabilirdi.Yine de güzel bir ürün. Hepsiburada com a teşekkürler.,2
Tam bir fiyat performans ürünü. Bu fiyata kaçırmayın derim,1
Arkadaşlar sakin altus marka almayın ben pişman oldum bir yıl oldu alalı bir kere bile temiz yikama yapmadi tam 8 defa servis geldi 3 defa parçası değişti sonuç ayni değişim yapmıyorlar,0
sesi telefonda normal kulaklıklar gibi çıkıyor ve telefonlara tam oturmuyor ama bilgisayar da gayet iyi basları da güzel,2
Ekran çok mat sönük bulanık blur bir garip gözüm bozuldu göremiyorum 2 günde çok pişman oldum . 10 yıllık laptobum nur nimetmiş.,0
1 haftada 2. kullanımda termostatı bozuldu,0
kablosu biraz kısa onun dışında güzel,1
süpürge çok kaliteli ve güçlü. sesi de fazla yüksek değil. çok memnunum teşekkür ederim tavsiye ederim,1
ürünün kurulumu otomatik değil kurmasida zor ttnetten eleman geldi kurulumunu yapamadı başka bir bilgisayar cıya yaptırdım oda zorlandı ama oldu yani bu konularda fazla bilginiz yoksa otomatik kurulumlu modemleri tercih edin benim gibi uğraşmayın,2
ürün gayet iyi. denilen gibi plastik kokusu vs. yok.,1
Ürün beklentilerimi karşıladı buhar püskürtmesi oldukça güçlü su damlatmama özelliği gerçekten çok güzel kesinlikle alınabilir,2
Teşekkür ederim.......,1
Harddiskin sabitleme aparatını koymamışlar :(,0
buyuk makinayla temizlik yapmak iskence gibiydi.arastirma yaparken bu urune ve 1 yorumlarina rastladim.almaya karar verdim. Aman Allahim ne de iyi yapmisim! hem cok hafif, yormuyor, hem de deli gibi cekiyor. sesi yuksek diyenler var ama bana gayet normal geldi. kisacasi bayildim ve kesinlikle tavsiye ediyorum...,1
Fiyat olarak uygun.Evet sesli ama dert olacak kadar degil severek kullanıyoruz,1
Ürün sağlam kurulumu ücretsiz gerçekleşti ancak efsane sesli evin içinde traktör calısıyo sanki,2
Hesaplı ve iyi bir ürün. Beğendik.çok güzel. Piyasa değeri daha yüksek.,1
Sakın almayın. Fakir marka diye dünyanın parasını verip almayın. Üç dört kullanım sonrası arıza veriyor. Daha ucuz bir makine alın keyfinize bakın..,0
Cok kalitesiz,0
hayir memnun degilim ürünün dis boyasi kokuyor usteki plastik aksam eridi vb,0
Ekmek yapilirmi?,0
KÜÇÜK AMA TOST PİŞİRME İŞLEMİ GAYET BAŞARILI. TAVSİYE EDERİM.,2
Yaklaşık iki yıldır kullanıyorum aynı ses benim dolaptada var,0
Gönderdiği ürün arızalıydı ve çok üstelemeden değişimini yaptı. Ama tenda yetkili servisine başvurun demeseydi keşke. Sıfır aldığım ürünü tamire neden göndereyim? Umarım başka birine böyle demez. Geri gönder ürün gelsin falan 12 günde bitti alışveriş. Yine de sattığı ürünün arkasında durduğu için teşekkür ediyorum.,2
çok geç(4. gün) kargoladılar ve kargo takip numarası bilgilerini sisteme girmedikleri için gereksiz yazışmalara ve zaman kaybına sebebiyet verdiler.,1
Urun kaliteli ve guzel ama Kablosu çileden çıkarıyor uzun ve kullanışsız eğilip kalkarken şekilden şekle giriyorsunuz,0
kulakligin birinden ses çok az gelmeye başladı Sony gibi marka ya yakışmıyor,0
ÜRÜNÜ ÇOK BEĞENDİM. HERKESE TAVSİYE EDERİM. EN ÖNEMLİSİ DE PİYASADAN 200 TL İNDİRİMLE ALDIM.,1
Vasat bir ürün, radyosundan çok şey beklemeyin, kanal zor bulunuyor, digital kanal göstergesi bir kaç kullanımdan sonra bozuldu sabit duruyor, CD ve USB güzel çalışıyor, atlama yapmıyor. Ses kalitesi daha iyi olabilirdi..Bas ve tiz sesler çok net değil.. Görüntü olarak güzel ..,2
Fiyat/Performans oranı Mükemmel,Hızlı ve şarj süresi çok iyi...Yogun kullanımda yaklasık 1,5 gün,Sadece alo dersen 3-4 gün dayınır.Bazı uygulamalar Türkiye ye uygun degil uyarısı veriyor umarım zamanla düzeltilir.Ekran koruma, telefon kılıfı seçeneklerinde eksikler var.,1
5 puanlık ürün,1
Hayır ürün göründüğünden haznesi küçük ürün arızalı çıktı muhatap bulamadigin için para çöpe gidiyor sakin almayın,0
Anneme aldım gerçekten süper çekiş gücüne inanamadım 800 W olmasına rağmen çok iyi kablo uzunluguda iyi fiyatına göre mükemmel cekiyor tavsiye ederim,1
Bu fiyata bu ürün çok iyi tavsiye ederim,1
Jel yerine Maske yollamışlar değişim ile uğraşmak istemediğimden iptal etmedim,0
urun güzel hızlı zamanında kargo tesekkurler,2
Ürün kaliteli ve şık yalnız kutulama berbat. Hepsiburadanın sattığı bir ürün, kutu açılmış bunda sorun yok yalnız kutunun köpükleri vs hiç bir şey yok. Boşa bırakılmış, kutuda sağa sola çarpa çarpa gelmiş kutunun içinde. Sıfır ürün alıyorsunuz böyle bir manzara nedir... Altındaki köpükler kırılmış hırpalanmış ürün yani.,1
Ürün tedarik edilemediği için başka bir tedarikçi tarafından gönderildi, benim siparişim ile gönderen firma arasında 1 TL fark vardı fark olsa da olmasa da bu güzel bir durum, tedarik edilemeyen ürünü başka bir tedarikçi tarafından gönderilmesi, ürün çok kaliteli değil tam kapanmıyor ızgaranın durduğu kısımda boşluk var, açmak için tutma yeri hiç ergonomik değil, kapak açıldığında otomatik kapanıyor, eğer büyük bir şehirde yaşıyor ve site hayatı yaşıyorsanız hafta sonu bir biber patlıcan yapayım yiyeyim diyorsanız alınabilir, et mangal için hem ekonomik değil hemde koku açısından uygun değil. Paketleme yapılmamış desem yeridir normal kutusunun üstüne bir streç film kaplayıp göndermişler üst kapak eğilmiş kargolar zaten özen göstermiyor.,2
urun kaliteli degil tavsiye etmem,0
Kargo elime 3 gün sonra ulaştı&#160; ürün şık bir ürün . Makina sakal için uygun bir makina değil çünkü iki başlığıda büyük istediğin ayarda kirli sakal yapamıyorsun en kısa kirli sakal kesimi sanki bir hafta sakalın varmış gibi yapıyor,2
aynı görünen gibi çok guzel sessiz calışıyo tam istediğim özelliklere sahip kargo iyi paketleme iyi daha ne olsun,teşekkürler,1
açıkçası hiç beklemiyodum beni şaşırttı resmen samsung j7 pro cihazımı hemde orjinal kendi şarzı olmasına rağmen 3 veya 3 buçuk saatte doluyodu ama bu şarj bir buçuk saatte inanın dodu yüzde yüz alın derim harika,2
urun tasarim olarak bekledigimden guzel. Fakat alirken bulundugunuz yerde servis var mi diye bakin. benim yasadim yerde yok ve servis yol parasi olarak 50 tl istiyor.davlumbaz ne kadar ki zaten,2
Bu fiyata kötü demek haksızlık olur. Ancak mikrofon ile kulaklık girişleri ayrıymış ve ben dikkat etmeden aldım. Alacak olanlar bu konuya dikkat etmeli,2
Firma farklı ürün gönderdi.,0
Yorumlara bakarak ilk defa elektrikli bir alet aldım internetten ama bayıldım. 3 gündür sabırsızlıkla bekliyordum. Hemen çalıştırdım halıları süpürmüyor yiyor adeta. Ayrica turbo başlığının da olması cok güzel borularının kalitesi çok güzel sağlam. Sadece toz haznesini açıp kapatırken nazik olun derim biraz hassas ama eski supurgem de öyleydi onun için alışığım. 3 yıl garantisi var. Rahatlıkla taşınabiliyor. Sesi son güçte bile rahatsızlık vermiyor. Kısacası parasıni hakediyor. 👍👍👍👍,1
kurulum ve kargo firması sıkıntılı,0
roaccutane tedavim için aldım deneme amaçlı bir kaç gün surmeyince yüzüm pul pul döküldü çatladı .harika bir koruması var neme doyuyor yüzüm ve çok canlı tedavim bittikten sonra bile almaya devam edicem bioderma bir marka değil daha fazlası...,2
orta segment bi ürün her zaman daha iyisi vardır mutlaka.Genel olarak ses yok sıkmada gayet iyi sesi öle yuksek değil. mağazadan uyguna geldi fiyat performans olarak ideal.bütcenize uyuyorsa hiç düşünmeye gerek yok,1
Pek beğenmedim,0
Öncelikle kargo başarılıydı. Ürün ise idare eder. Bir arçelik tefal beko olamaz ama iş görür,1
tavuk kanadını pişirmesi 1 saat sürdü sade ekmek kızartmak için iyi,2
yorum yapanların çoğu urun satıcıları ürünü ovmusler urun biseye yaramıyor bos para vermeyin,0
Çok iyi bir çay seti . Çok beğendik . Çok teşekkür ediyoruz,1
Süpürgenin çekişi çok iyi. Düşünmeden alınabilecek ürün Tavsiye ederim.,1
kasası gayet şık. s4 ve S5 i ikişer defa dolduruyor. açma düğmesi yazıldığı gibi problemli değil. hızlı kargo kaliteli ürün.,2
1 yönleri: 1 tarafı fiyati ama o bile etmez 0 yönleri: Malzeme işçilik i kalitesiz,0
cihazın kanal geçişleri ve tasarımı başarılı, bu fiyata çekincem vardı ancak beni memnun etti. bu zamanda hd cihaz artık zorunlu hale geldi. atlanta hd shine alıcısı, hher eve ve bütçeyyee oldukça uygun konumda .. . .,0
Urun fiyari iyi gayet guzel ama kirik geldi bana olmasa iyi olurdu,0
Birşeyler yiyip ictiginizde hiç dayanıklı değil direk ortası gidiyor, kenarlarda kalem gibi kalıyor eğer kalıcılık arıyorsanız almayın sürekli kontrol etmelisiniz. dokusu ve rengi guzel,2
Blender ucu bozuldu bıçağı çıkıyor 2 ucu aldım oda aynısı oldu berber bir urunn,0
Ürünü araştırmıştım ama Fiyat olarak hiç te uygun bir yer değil N11,0
Ürün görsel açıdan başarılı, ancak çağrı ve mesaj bildirimleri yeterli değil. Ürün tanıtımında özellikle mesaj ve mailleri telefonunuza bakmadan görebilirsiniz diyor ama böyle bir özelliği göremedim. Sadece gelen çağrıları titreşim ve bir sembolle bildiriyor, arayan numara ve ismi göstermiyor. Daha ucuz ürünlerde bile bu özellikler mevcut. Bir de, başka kullanıcıların belirttiği gibi, ekran ışığı çok az.,2
Evinize bile sokmayin bu ürünü. Çalışma esnasında horlama gibi ses çıkarıyor. 3 defa servis gelmesine rağmen ne çözüm buldular nede değişim yaptılar. Bu cihaz böyleymiş servisteki elemanlar söyledi. Alalı 1 ay oldu simdiden ardiyeye koyduk kullanamıyorum çok rahatsız ediyor.,0
İş görecek ideal boyutlu bir ürün. Ancak kılıfının lastiği daha birkaç kullanımda deforme olup koptu.,2
Çok hızlı kargo,1
Vdsl bağlantısı nasıl benim vdsl sanırım.,2
Beğendim güzel bir ütü , ben de tavsiye üzerine almıştım aynı şekilde tavsiye ederim .,1
güzel sessiz hızlı kargo,1
